"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048013","ephrin receptor signaling pathway","26/1780","86/17913",1.37928427258955e-07,8.97961622982439e-06,7.52640298775424e-06,"NCK2/APH1A/PSENEN/RAC1/ARPC2/AP2M1/NCSTN/AP2A1/AP2B1/ANKS1A/RHOA/ACTB/ARPC1B/EFNA1/SIPA1L1/VAV2/CDC42/SS18/CRK/VAV3/YES1/ACTR3/PTPN11/PSEN1/ACTR2/WASL",26
"GO:0006403","RNA localization","46/1780","208/17913",1.50881375174563e-07,9.71127396578097e-06,8.13965313441722e-06,"AAAS/NXF1/SIDT2/NUP62/NUP214/ATXN2/UPF1/SUPT6H/SRRM1/EIF4A3/POLDIP3/MYO1C/RNPS1/EXOSC10/CASC3/NUP98/SYMPK/HSF1/POM121/ZFP36/FYTTD1/NUP107/NXT2/DCP2/SSB/SLU7/NUP160/NUP54/PHAX/SENP2/DHX9/SDAD1/CPSF2/THOC7/SRSF3/AGFG1/SEH1L/NUP153/CCT6A/IGF2BP3/FIP1L1/CCT8/NMD3/XPOT/SRSF2/CPSF6",46
"GO:0051098","regulation of binding","69/1780","368/17913",1.57401462451597e-07,1.001709981265e-05,8.3959857558451e-06,"EIF4G1/NIBAN2/CSNK2B/SIN3A/TRIM28/ANXA2/TMBIM6/SMAD4/ARF6/BCL2/PPP1CA/GATA3/ADD1/MARK2/EIF4A3/CARM1/SYMPK/HSF1/SLPI/PLK2/LOX/B2M/PLAUR/TCF7L2/STK4/ACTB/UBASH3B/PTPRF/ADAM15/LGALS3/CLN5/NOG/CTSZ/MAPK3/KDM1A/SMAD3/PARP9/RB1/STK3/WAPL/AKTIP/DAB2/CRBN/RSF1/SENP2/CRK/DHX9/RIPK2/ZMPSTE24/TDG/USP33/PPP2CB/SUMO1/HDAC2/PAX6/STYX/EIF3E/PSEN1/FBXW7/SYAP1/ARRB2/SMAD2/AMFR/SPPL3/MBD2/NFKBIA/NMD3/PPP2CA/EIF2S1",69
"GO:0090175","regulation of establishment of planar polarity","30/1780","109/17913",1.59531013317429e-07,1.00398184381102e-05,8.41502772001875e-06,"MED12/PSMD3/PSMD4/RAC1/AP2M1/AP2A1/AP2B1/PSMB2/RHOA/PSMF1/PFN1/GPC4/PSMB8/SFRP1/PSMC1/GPC3/PSME3/DAB2/CDC42/PSMD7/PSMC6/RYK/CLTC/ARRB2/PSMD2/PSMD5/SEC24B/PSMA4/PSMD11/PSMC2",30
"GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","30/1780","110/17913",1.98729201989258e-07,1.23692549457929e-05,1.03674806358769e-05,"BAG6/ARAF/GSK3A/VCP/GBA/RAD23A/UBQLN2/DDA1/PLK2/CLU/SOCS5/SUMO2/MDM2/COP1/DAB2/USP7/USP14/N4BP1/WAC/UCHL5/SUMO1/STYX/MTM1/NFE2L2/PSEN1/SENP1/UBQLN1/PIAS1/MAPK9/RYBP",30
"GO:0071426","ribonucleoprotein complex export from nucleus","31/1780","116/17913",2.06209536005144e-07,1.26953349123167e-05,1.06407895581602e-05,"AAAS/NXF1/NUP62/NUP214/UPF1/SUPT6H/SRRM1/EIF4A3/POLDIP3/RNPS1/CASC3/NUP98/SYMPK/POM121/FYTTD1/NUP107/SSB/SLU7/NUP160/NUP54/SDAD1/CPSF2/THOC7/SRSF3/AGFG1/SEH1L/NUP153/FIP1L1/NMD3/XPOT/SRSF2",31
"GO:0050792","regulation of viral process","45/1780","204/17913",2.21865308130077e-07,1.3512312959664e-05,1.13255522316542e-05,"RAB7A/SP1/TRIM28/SNW1/DDB1/SMARCA4/BCL2/RAD23A/SMARCB1/ADAR/BANF1/LARP1/ZFP36/SLPI/BST2/MX1/TRIM14/PABPC1/STAT1/LGALS1/EIF2AK4/PPIA/TSG101/REST/RSF1/APOBEC3H/DHX9/CHMP2B/TBC1D20/STAU1/CHMP3/NR5A2/POLR2B/VPS4B/CNOT7/TRIM11/P4HB/HDAC1/SMC3/KPNA6/GTF2F2/HACD3/TASOR/CHMP4B/VAPA",45
"GO:0043900","regulation of multi-organism process","74/1780","408/17913",2.24408456134976e-07,1.3521803144133e-05,1.13335065752379e-05,"RAB7A/SP1/SIN3A/TRIM28/ANXA2/SNW1/DDB1/SMARCA4/OSBP/BCL2/GAPDH/RAD23A/SMARCB1/TRAF3IP2/PUM1/ADAR/EXOC7/PPP2R1A/PCBP2/BANF1/LARP1/GRN/ZFP36/SLPI/BST2/MMP12/MX1/TRIM14/PABPC1/STAT1/TIMP1/ARHGDIB/LGALS1/EIF2AK4/MAPK3/PRDX4/PARP9/PPIA/TBK1/TSG101/EXOC2/ITCH/REST/RSF1/APOBEC3H/B4GALT1/DHX9/CHMP2B/TBC1D20/RIPK2/ZMPSTE24/STAU1/HDAC2/CHMP3/NR5A2/SQSTM1/POLR2B/TRIM44/VPS4B/CNOT7/TRIM11/PUM2/RIOK3/P4HB/HDAC1/SMC3/KPNA6/GTF2F2/HACD3/TASOR/CHMP4B/VAPA/CD55/PPP2R3C",74
"GO:0016241","regulation of macroautophagy","39/1780","166/17913",2.52029957847368e-07,1.4994661969137e-05,1.25680057762429e-05,"ATP6V0A1/ATP6V0D1/CAPN1/USP30/GBA/RRAGA/GAPDH/EXOC7/UBQLN2/TP53/MFN2/ATP6V0C/LARP1/MAPK3/TBK1/MAP3K7/SPTLC1/ATP6V1C1/RRAGC/GNAI3/LAMTOR3/WAC/RIPK2/NEDD4/ATP6V1A/SCFD1/ATG13/VPS35/MTM1/SEC22B/HSPB8/ATP6V1D/PAFAH1B2/SNX6/CHMP4B/CASP3/SIRT1/RAB5A/RAB3GAP1",39
"GO:0071166","ribonucleoprotein complex localization","31/1780","117/17913",2.5414681303622e-07,1.4994661969137e-05,1.25680057762429e-05,"AAAS/NXF1/NUP62/NUP214/UPF1/SUPT6H/SRRM1/EIF4A3/POLDIP3/RNPS1/CASC3/NUP98/SYMPK/POM121/FYTTD1/NUP107/SSB/SLU7/NUP160/NUP54/SDAD1/CPSF2/THOC7/SRSF3/AGFG1/SEH1L/NUP153/FIP1L1/NMD3/XPOT/SRSF2",31
"GO:0042590","antigen processing and presentation of exogenous peptide antigen via MHC class I","24/1780","78/17913",2.87671441747366e-07,1.6797639650073e-05,1.40791991565993e-05,"PSMD3/PSMD4/SNAP23/PSMB2/PSMF1/TAP2/TAP1/B2M/HLA-G/HLA-E/PSMB8/PSMC1/PSME3/LNPEP/PSMD7/PSMC6/PDIA3/CHUK/SEC22B/PSMD2/PSMD5/PSMA4/PSMD11/PSMC2",24
"GO:0060071","Wnt signaling pathway, planar cell polarity pathway","29/1780","107/17913",3.64939435224026e-07,2.10920098072335e-05,1.76785913304013e-05,"MED12/PSMD3/PSMD4/RAC1/AP2M1/AP2A1/AP2B1/PSMB2/RHOA/PSMF1/PFN1/GPC4/PSMB8/SFRP1/PSMC1/GPC3/PSME3/DAB2/CDC42/PSMD7/PSMC6/RYK/CLTC/ARRB2/PSMD2/PSMD5/PSMA4/PSMD11/PSMC2",29
"GO:2000058","regulation of ubiquitin-dependent protein catabolic process","34/1780","137/17913",3.719236561119e-07,2.12785412951293e-05,1.78349355562432e-05,"BAG6/ARAF/GSK3A/VCP/GBA/RAD23A/UBQLN2/DDA1/PLK2/CLU/PTK2B/SOCS5/SUMO2/MDM2/COP1/DAB2/USP7/USP14/N4BP1/WAC/UCHL5/UBE3A/CSNK2A2/SUMO1/STYX/MTM1/NFE2L2/PSEN1/FBXW7/SENP1/UBQLN1/PIAS1/MAPK9/RYBP",34
"GO:0015931","nucleobase-containing compound transport","47/1780","221/17913",3.76990460280429e-07,2.13527396702835e-05,1.7897126061734e-05,"AAAS/SLC29A3/NXF1/SIDT2/NUP62/NUP214/ATXN2/UPF1/SUPT6H/SRRM1/SLC35A4/EIF4A3/POLDIP3/MYO1C/RNPS1/CASC3/NUP98/SYMPK/HSF1/POM121/ZFP36/FYTTD1/NUP107/NXT2/SSB/SLU7/NUP160/NUP54/PHAX/SENP2/DHX9/SDAD1/CPSF2/THOC7/SRSF3/AGFG1/SEH1L/NUP153/SLC35A5/SLC35B1/IGF2BP3/FIP1L1/NMD3/XPOT/SLC35A1/SRSF2/CPSF6",47
"GO:2000027","regulation of animal organ morphogenesis","51/1780","250/17913",4.75738846043184e-07,2.66790576632534e-05,2.23614611324102e-05,"TFAP2A/MED12/PSMD3/ENG/SMAD4/PSMD4/BCL2/RAC1/GATA3/AP2M1/AP2A1/AP2B1/CARM1/PSMB2/RHOA/PSMF1/PFN1/CITED2/GPC4/FGFR1/PSMB8/STAT1/SFRP1/NTN4/NOG/THRB/TGFB2/PSMC1/DMRT3/GPC3/MED1/PSME3/DAB2/BMPR1A/CDC42/BTBD7/MESP1/PSMD7/PSMC6/RYK/CLTC/FBXW7/ARRB2/XBP1/PSMD2/PSMD5/SEC24B/PSMA4/PSMD11/BMPR2/PSMC2",51
"GO:0002479","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent","23/1780","75/17913",5.41186418314949e-07,3.00517634640772e-05,2.51883461981467e-05,"PSMD3/PSMD4/SNAP23/PSMB2/PSMF1/TAP2/TAP1/B2M/HLA-G/HLA-E/PSMB8/PSMC1/PSME3/PSMD7/PSMC6/PDIA3/CHUK/SEC22B/PSMD2/PSMD5/PSMA4/PSMD11/PSMC2",23
"GO:0034250","positive regulation of cellular amide metabolic process","34/1780","140/17913",6.41240413151309e-07,3.52619970882428e-05,2.95553833757016e-05,"NCK2/YBX3/GSK3A/MRPS27/TNFRSF1A/EEF2/EIF4A3/POLDIP3/PCIF1/RHOA/LARP1/CLU/PABPC1/PTK2B/SOX4/EIF2AK4/MAPK3/THBS1/EFNA1/USP16/LARP4B/DNAJC3/PAIP1/SAMD4A/RPS6KB1/DHX29/YTHDF3/DHX9/SMPD2/EIF3E/NFE2L2/RPUSD3/CASP3/PICALM",34
"GO:0006417","regulation of translation","71/1780","397/17913",6.78638245075423e-07,3.69596828856461e-05,3.09783247499004e-05,"HSPB1/EIF4G1/NCK2/SHMT2/DAPK1/YBX3/EIF4ENIF1/MRPS27/PPP1CA/ATXN2/GAPDH/NCL/UPF1/EIF3H/EEF2/EIF4A3/PUM1/PA2G4/POLDIP3/CAPRIN1/PCIF1/CASC3/EIF1/EIF2AK1/RHOA/LARP1/EIF4H/ZFP36/PABPC1/PTK2B/SOX4/GCN1/DIO2/EIF2AK4/MAPK3/THBS1/CNOT11/CNOT6L/USP16/CNOT1/LARP4B/GRM5/DNAJC3/PAIP1/ETF1/SAMD4A/RPS6KB1/DHX29/YTHDF3/PPP1R15B/DHX9/IREB2/PAIP2/EIF4B/MTPN/EIF4G2/EIF3E/LSM14A/ATF4/IGF2BP3/RPUSD3/PUM2/DDX1/HNRNPR/TRIM71/EIF5/SRP9/EIF2S1/MTIF2/EIF2A/SYNCRIP",71
"GO:1903364","positive regulation of cellular protein catabolic process","32/1780","129/17913",8.20376224316901e-07,4.42534374717231e-05,3.709169695909e-05,"VPS11/BAG6/GSK3A/VCP/GBA/EDEM2/RAD23A/EZR/UBQLN2/PLK2/CLU/PTK2B/SOCS5/SUMO2/PSMC1/TMTC3/MDM2/COP1/RDX/DAB2/PTTG1IP/PSMC6/SUMO1/VPS35/NFE2L2/PSEN1/FBXW7/HSP90AA1/UBQLN1/PIAS1/MAPK9/PSMC2",32
"GO:0043902","positive regulation of multi-organism process","40/1780","180/17913",8.38694851223842e-07,4.48147890314325e-05,3.75622023735802e-05,"RAB7A/SP1/SNW1/DDB1/SMARCA4/OSBP/GAPDH/RAD23A/SMARCB1/PUM1/ADAR/LARP1/GRN/PABPC1/LGALS1/MAPK3/PPIA/TBK1/TSG101/RSF1/DHX9/CHMP2B/TBC1D20/RIPK2/STAU1/HDAC2/CHMP3/NR5A2/POLR2B/VPS4B/CNOT7/TRIM11/PUM2/P4HB/SMC3/KPNA6/GTF2F2/HACD3/CHMP4B/VAPA",40
"GO:0007033","vacuole organization","32/1780","131/17913",1.18187137379786e-06,6.25618641232814e-05,5.2437185399197e-05,"RAB7A/ANXA2/MBTPS1/ATG9A/GBA/WIPI1/TPP1/UBQLN2/MFN2/GRN/HEXB/CLN5/AKTIP/ATG3/HOOK2/VMP1/RAB1A/SCFD1/ATG13/VPS35/MTM1/WDR45/FIG4/PSEN1/SEC22B/AMBRA1/CLN3/UBQLN1/CHMP4B/RAB5A/WDR45B/RAB3GAP1",32
"GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","27/1780","101/17913",1.22590441524304e-06,6.42918759994125e-05,5.38872213717943e-05,"RAB7A/DCTN1/AP1G1/CAPZB/CTSD/SEC31A/AP2M1/AP2A1/AP2B1/ACTR1A/THBS1/DYNC1LI1/DCTN5/HLA-DQB2/DCTN6/HLA-DOA/SEC24A/CAPZA1/CANX/KIF2A/CLTC/DYNC1I2/SEC24D/CAPZA2/SEC24B/ACTR10/SEC23A",27
"GO:0075733","intracellular transport of virus","19/1780","57/17913",1.26407847494363e-06,6.56856924961532e-05,5.50554700337591e-05,"AAAS/UBAP1/NUP62/NUP214/VPS28/NUP98/POM121/BST2/NUP107/TSG101/NUP160/NUP54/KPNB1/KPNA1/SEH1L/NUP153/MVB12B/KPNA6/VPS37A",19
"GO:2001233","regulation of apoptotic signaling pathway","70/1780","397/17913",1.38422008807463e-06,7.12747507168608e-05,5.97400248537471e-05,"HSPB1/NCK2/NONO/GNAI2/YBX3/GSK3A/TMBIM6/RELA/BCL2/PPP1CA/SNAI1/PEA15/ITPRIP/TMBIM1/SGMS1/PPP2R1A/GSTP1/TP53/SIAH2/NMT1/CTNNA1/PPIF/SYVN1/PLAUR/TCF7L2/ITM2C/CLU/STK4/FGFR1/TNFSF10/SFRP1/LGALS3/SERPINE1/NOG/TIMP3/ENO1/KDM1A/SMAD3/THBS1/RB1/MDM2/STK3/PSME3/URI1/SKIL/DNAJA1/GNAI3/TMEM102/FEM1B/PTTG1IP/CSNK2A2/MCL1/YWHAZ/PDIA3/NFE2L2/ATF3/PSEN1/FBXW7/SERINC3/ARRB2/XBP1/YWHAE/P4HB/HDAC1/UBQLN1/SLC35F6/MAPK9/SIRT1/TXNDC12/SIAH1",70
"GO:0018394","peptidyl-lysine acetylation","37/1780","164/17913",1.45356498558784e-06,7.4171099805131e-05,6.21676442389869e-05,"CTCF/WBP2/DPF2/CREBBP/BAG6/HCFC1/SIN3A/SMAD4/GATA3/KAT8/SMARCB1/MSL3/KAT7/LDB1/USP22/CRTC2/DPF3/SOX4/MAPK3/KANSL2/MAP3K7/RPS6KA5/BRD7/RSF1/SET/ZMPSTE24/BAZ1A/HAT1/HDAC2/DR1/EPC2/NAA50/NCOA3/MSL2/SIRT1/SPI1/PHF10",37
"GO:0009101","glycoprotein biosynthetic process","57/1780","302/17913",1.48726598969849e-06,7.5213165764752e-05,6.30410677964302e-05,"ALG12/VEGFB/MAN1C1/MAN2A2/VCP/BCL2/B4GALT3/AATF/CANT1/BGN/NCSTN/CHP1/ALG3/COG7/KRTCAP2/SYVN1/UGDH/TCF7L2/GCNT1/GALNT6/GALNT7/GALNT3/GALNT12/CSGALNACT2/ITM2B/PLOD3/MGAT4A/SOAT1/TMTC3/ALG6/POFUT2/ALG2/B4GALT1/HS3ST3B1/C1GALT1/NUS1/EDEM3/MCFD2/STT3A/RPN2/PSEN1/GXYLT1/ALG8/UBE2J1/RPN1/ST3GAL4/ST3GAL1/LMAN1/COG3/SLC35C2/OSTC/MAGT1/DPM1/BMPR2/MPDU1/EXTL2/GALNT1",57
"GO:0019079","viral genome replication","30/1780","120/17913",1.50320440230279e-06,7.53464578286989e-05,6.31527885830048e-05,"PCBP1/TRIM28/DDB1/VCP/BCL2/RAD23A/SMARCB1/ADAR/PCBP2/BANF1/LARP1/SLPI/BST2/MX1/PABPC1/EIF2AK4/CXCR6/PPIA/HTATSF1/CDC42/APOBEC3H/TBC1D20/STAU1/NR5A2/CNOT7/DEK/HACD3/TASOR/VAPA/RAB5A",30
"GO:0035567","non-canonical Wnt signaling pathway","34/1780","145/17913",1.52010318348939e-06,7.55251265902096e-05,6.33025425442026e-05,"MED12/PSMD3/PSMD4/RAC1/GNB1/AP2M1/AP2A1/AP2B1/PSMB2/RHOA/PSMF1/PFN1/TCF7L2/GPC4/PSMB8/SFRP1/PSMC1/MAP3K7/GPC3/PSME3/DAB2/CDC42/PPP3CB/PSMD7/PSMC6/RYK/CLTC/ARRB2/NLK/PSMD2/PSMD5/PSMA4/PSMD11/PSMC2",34
"GO:0030521","androgen receptor signaling pathway","19/1780","58/17913",1.70586659992874e-06,8.40176384521423e-05,7.04206715393922e-05,"RNF4/SMARCA4/ARID1A/CDK7/RHOA/FHL2/SFRP1/CCNE1/RB1/DAB2/PMEPA1/UBE3A/NCOA3/KDM3A/ARRB2/HDAC1/RWDD1/PIAS1/SIRT1",19
"GO:0051028","mRNA transport","34/1780","146/17913",1.79502193341174e-06,8.76465881969319e-05,7.34623313946184e-05,"AAAS/NXF1/NUP62/NUP214/UPF1/SUPT6H/SRRM1/EIF4A3/POLDIP3/MYO1C/RNPS1/CASC3/NUP98/SYMPK/HSF1/POM121/ZFP36/FYTTD1/NUP107/NXT2/SLU7/NUP160/NUP54/SENP2/DHX9/CPSF2/THOC7/SRSF3/AGFG1/SEH1L/NUP153/IGF2BP3/FIP1L1/SRSF2",34
"GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","26/1780","97/17913",1.81715057744507e-06,8.79631776387246e-05,7.37276856881222e-05,"RAB7A/DCTN1/AP1G1/CAPZB/CTSD/SEC31A/AP2M1/AP2A1/AP2B1/ACTR1A/DYNC1LI1/DCTN5/HLA-DQB2/DCTN6/HLA-DOA/SEC24A/CAPZA1/CANX/KIF2A/CLTC/DYNC1I2/SEC24D/CAPZA2/SEC24B/ACTR10/SEC23A",26
"GO:0045732","positive regulation of protein catabolic process","41/1780","192/17913",1.83256620080676e-06,8.79631776387246e-05,7.37276856881222e-05,"VPS11/RAB7A/BAG6/GSK3A/DDB1/VCP/GBA/EDEM2/GGA3/RAD23A/EZR/STX5/UBQLN2/VPS28/PLK2/CLU/PTK2B/SOCS5/SUMO2/PSMC1/TMTC3/MDM2/COP1/GPC3/RDX/DAB2/SNX9/PTTG1IP/NEDD4/PSMC6/SUMO1/VPS35/NFE2L2/PSEN1/FBXW7/SEC22B/HSP90AA1/UBQLN1/PIAS1/MAPK9/PSMC2",41
"GO:0007034","vacuolar transport","27/1780","103/17913",1.85618098439089e-06,8.83479755931934e-05,7.40502099920648e-05,"VPS11/VPS52/RAB7A/AP1G1/LAMP1/VCP/HMGXB4/MGRN1/VIPAS39/GRN/CLU/AKTIP/TSG101/HOOK2/CHMP2B/AP3M1/NEDD4/VPS35/CHMP3/MTM1/NDFIP1/SCYL2/VPS4B/LAMP2/HGSNAT/CHMP4B/M6PR",27
"GO:0070085","glycosylation","48/1780","241/17913",2.08944630075184e-06,9.86218653954869e-05,8.26614282139544e-05,"ALG12/VEGFB/MAN1C1/MAN2A2/VCP/GBA/B4GALT3/CHP1/ALG3/COG7/KRTCAP2/SYVN1/GCNT1/CLN5/GALNT6/GALNT7/GALNT3/GALNT12/PLOD3/MGAT4A/TMTC3/ALG6/POFUT2/COG6/ALG2/B4GALT1/C1GALT1/NUS1/EDEM3/MCFD2/STT3A/RPN2/PSEN1/GXYLT1/ALG8/UBE2J1/RPN1/ST3GAL4/ST3GAL1/LMAN1/COG3/SLC35C2/OSTC/MAGT1/DPM1/MPDU1/EXTL2/GALNT1",48
"GO:0006475","internal protein amino acid acetylation","36/1780","161/17913",2.50211620482244e-06,0.000117123852761275,9.81691525337034e-05,"CTCF/WBP2/DPF2/CREBBP/BAG6/HCFC1/SIN3A/SMAD4/GATA3/KAT8/SMARCB1/MSL3/KAT7/LDB1/USP22/CRTC2/DPF3/MDH2/MAPK3/KANSL2/MAP3K7/RPS6KA5/BRD7/RSF1/SET/ZMPSTE24/BAZ1A/HAT1/DR1/EPC2/NAA50/NCOA3/MSL2/SIRT1/SPI1/PHF10",36
"GO:0001736","establishment of planar polarity","30/1780","123/17913",2.60815223457241e-06,0.000120102229728603,0.000100665524843146,"MED12/PSMD3/PSMD4/RAC1/AP2M1/AP2A1/AP2B1/PSMB2/RHOA/PSMF1/PFN1/GPC4/PSMB8/SFRP1/PSMC1/GPC3/PSME3/DAB2/CDC42/PSMD7/PSMC6/RYK/CLTC/ARRB2/PSMD2/PSMD5/SEC24B/PSMA4/PSMD11/PSMC2",30
"GO:0007164","establishment of tissue polarity","30/1780","123/17913",2.60815223457241e-06,0.000120102229728603,0.000100665524843146,"MED12/PSMD3/PSMD4/RAC1/AP2M1/AP2A1/AP2B1/PSMB2/RHOA/PSMF1/PFN1/GPC4/PSMB8/SFRP1/PSMC1/GPC3/PSME3/DAB2/CDC42/PSMD7/PSMC6/RYK/CLTC/ARRB2/PSMD2/PSMD5/SEC24B/PSMA4/PSMD11/PSMC2",30
"GO:1901800","positive regulation of proteasomal protein catabolic process","25/1780","93/17913",2.69383998504358e-06,0.000123047658671668,0.000103134281261006,"BAG6/GSK3A/VCP/GBA/EDEM2/RAD23A/UBQLN2/PLK2/CLU/SOCS5/SUMO2/PSMC1/TMTC3/MDM2/COP1/DAB2/PSMC6/SUMO1/NFE2L2/PSEN1/FBXW7/UBQLN1/PIAS1/MAPK9/PSMC2",25
"GO:0046794","transport of virus","19/1780","60/17913",3.03223426410715e-06,0.000137396598975223,0.000115161065525248,"AAAS/UBAP1/NUP62/NUP214/VPS28/NUP98/POM121/BST2/NUP107/TSG101/NUP160/NUP54/KPNB1/KPNA1/SEH1L/NUP153/MVB12B/KPNA6/VPS37A",19
"GO:0042177","negative regulation of protein catabolic process","30/1780","124/17913",3.11769093489385e-06,0.000140147630597133,0.000117466884848549,"BAG6/ANXA2/RELA/SF3B3/CTSA/RGP1/EGFR/PSMF1/FLNA/TIMP1/SERPINE2/TIMP3/SMAD3/EFNA1/UBAC2/USP7/ERLEC1/USP14/N4BP1/WAC/UCHL5/CSNK2A2/VPS35/STYX/MTM1/PSEN1/SENP1/AZIN1/UBE2J1/RYBP",30
"GO:0018393","internal peptidyl-lysine acetylation","35/1780","156/17913",3.16398749845036e-06,0.000141108859773408,0.000118272553816918,"CTCF/WBP2/DPF2/CREBBP/BAG6/HCFC1/SIN3A/SMAD4/GATA3/KAT8/SMARCB1/MSL3/KAT7/LDB1/USP22/CRTC2/DPF3/MAPK3/KANSL2/MAP3K7/RPS6KA5/BRD7/RSF1/SET/ZMPSTE24/BAZ1A/HAT1/DR1/EPC2/NAA50/NCOA3/MSL2/SIRT1/SPI1/PHF10",35
"GO:0090110","cargo loading into COPII-coated vesicle","8/1780","12/17913",3.21207445044444e-06,0.000142134294432167,0.000119132037594609,"SEC31A/SEC24A/TBC1D20/RAB1A/SEC24D/SEC24B/SAR1A/SEC23A",8
"GO:0032388","positive regulation of intracellular transport","42/1780","203/17913",3.25599397186014e-06,0.000142960851601673,0.000119824829156175,"VPS11/BCAS3/TRIM28/GSK3A/ANXA2/NUMA1/JUP/EDEM2/EZR/ANP32B/MYO1C/VAMP2/CHP1/TP53/FLNA/TCF7L2/SMAD3/MDM2/RDX/DAB2/DHX9/TBC1D20/PPM1A/SAE1/NEDD4/CSNK2A2/CHP2/ATG13/PDCD10/PSEN1/FBXW7/TMEM30A/UBE2L3/RAB21/SNX4/EHD2/ITGAM/YWHAE/UBE2D3/NPEPPS/KIF5B/CPSF6",42
"GO:0007041","lysosomal transport","25/1780","94/17913",3.32718200792439e-06,0.000144882702511714,0.000121435657955663,"VPS11/VPS52/RAB7A/AP1G1/LAMP1/VCP/HMGXB4/MGRN1/VIPAS39/GRN/CLU/AKTIP/TSG101/HOOK2/CHMP2B/AP3M1/NEDD4/VPS35/CHMP3/MTM1/SCYL2/VPS4B/LAMP2/HGSNAT/M6PR",25
"GO:0043393","regulation of protein binding","44/1780","217/17913",3.36024873682654e-06,0.000144882702511714,0.000121435657955663,"ANXA2/TMBIM6/ARF6/BCL2/PPP1CA/ADD1/MARK2/CARM1/SYMPK/HSF1/SLPI/PLK2/LOX/B2M/TCF7L2/STK4/ACTB/UBASH3B/PTPRF/ADAM15/LGALS3/NOG/CTSZ/MAPK3/KDM1A/STK3/AKTIP/DAB2/CRBN/SENP2/CRK/RIPK2/TDG/USP33/PPP2CB/STYX/PSEN1/SYAP1/ARRB2/AMFR/SPPL3/NMD3/PPP2CA/EIF2S1",44
"GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","26/1780","100/17913",3.37650366023062e-06,0.000144882702511714,0.000121435657955663,"RAB7A/DCTN1/AP1G1/CAPZB/CTSD/SEC31A/AP2M1/AP2A1/AP2B1/ACTR1A/DYNC1LI1/DCTN5/HLA-DQB2/DCTN6/HLA-DOA/SEC24A/CAPZA1/CANX/KIF2A/CLTC/DYNC1I2/SEC24D/CAPZA2/SEC24B/ACTR10/SEC23A",26
"GO:0061418","regulation of transcription from RNA polymerase II promoter in response to hypoxia","22/1780","77/17913",3.54921953975586e-06,0.000151148717843437,0.000126687614755037,"PSMD3/CREBBP/PSMD4/TP53/PSMB2/PSMF1/EPAS1/CITED2/PSMB8/EGLN3/PSMC1/PSME3/BACH1/PSMD7/PSMC6/NFE2L2/PSMD2/PSMD5/PSMA4/PSMD11/PSMC2/CUL2",22
"GO:0016573","histone acetylation","34/1780","151/17913",3.99919175188249e-06,0.000169040463303451,0.000141683855467322,"CTCF/WBP2/DPF2/CREBBP/HCFC1/SIN3A/SMAD4/GATA3/KAT8/SMARCB1/MSL3/KAT7/LDB1/USP22/CRTC2/DPF3/MAPK3/KANSL2/MAP3K7/RPS6KA5/BRD7/RSF1/SET/ZMPSTE24/BAZ1A/HAT1/DR1/EPC2/NAA50/NCOA3/MSL2/SIRT1/SPI1/PHF10",34
"GO:0006406","mRNA export from nucleus","27/1780","107/17913",4.08820210309229e-06,0.000170261593469961,0.000142707364434568,"AAAS/NXF1/NUP62/NUP214/UPF1/SUPT6H/SRRM1/EIF4A3/POLDIP3/RNPS1/CASC3/NUP98/SYMPK/POM121/FYTTD1/NUP107/SLU7/NUP160/NUP54/CPSF2/THOC7/SRSF3/AGFG1/SEH1L/NUP153/FIP1L1/SRSF2",27
"GO:0071427","mRNA-containing ribonucleoprotein complex export from nucleus","27/1780","107/17913",4.08820210309229e-06,0.000170261593469961,0.000142707364434568,"AAAS/NXF1/NUP62/NUP214/UPF1/SUPT6H/SRRM1/EIF4A3/POLDIP3/RNPS1/CASC3/NUP98/SYMPK/POM121/FYTTD1/NUP107/SLU7/NUP160/NUP54/CPSF2/THOC7/SRSF3/AGFG1/SEH1L/NUP153/FIP1L1/SRSF2",27
"GO:0070498","interleukin-1-mediated signaling pathway","26/1780","101/17913",4.12204473182635e-06,0.000170417966139157,0.000142838430584225,"MYD88/PSMD3/RELA/PSMD4/PSMB2/PSMF1/PSMB8/IL1R2/MAPK3/PSMC1/MAP3K7/RPS6KA5/PSME3/RIPK2/PSMD7/PSMC6/SQSTM1/VRK2/CHUK/PSMD2/PSMD5/NFKBIA/CUL1/PSMA4/PSMD11/PSMC2",26
"GO:0044766","multi-organism transport","21/1780","73/17913",5.21846023553039e-06,0.000211123991243173,0.000176956809490542,"RAB7A/AAAS/UBAP1/NUP62/NUP214/VPS28/NUP98/POM121/BST2/NUP107/TSG101/NUP160/NUP54/KPNB1/THOC7/KPNA1/SEH1L/NUP153/MVB12B/KPNA6/VPS37A",21
