Tag	dynamicColors	mergedColors
TMPRSS6	turquoise	brown
ZFYVE19	grey	grey
PRL	grey	grey
BCL7C	turquoise	brown
GCM1	grey	grey
C12orf45	grey	grey
CPPED1	green	green
IGFBP6	grey	grey
TSPYL5	grey	grey
TRAPPC5	yellow	yellow
YAE1	grey	grey
OR5D14	grey	grey
PALLD	grey	grey
ACER3	tan	pink
LZTS2	brown	brown
PIP4K2A	grey	grey
KRTAP4-4	grey	grey
NDFIP1	tan	pink
PATE4	grey	grey
CHUK	red	pink
DRGX	grey	grey
PCSK1N	turquoise	brown
ZBTB33	grey	grey
ZNF526	grey	grey
SIX3	turquoise	brown
SDE2	grey	grey
TEX43	grey	grey
PTPN9	grey	grey
ANO1	grey	grey
PXDN	grey	grey
EIF2AK2	grey	grey
TMEM238L	grey	grey
ELOVL3	grey	grey
SRGN	grey	grey
OR51G1	grey	grey
STT3B	blue	blue
PTGER4	grey	grey
ZXDA	grey	grey
ADNP2	grey	grey
LIMK1	turquoise	brown
TMEM155	grey	grey
PCDH18	grey	grey
CCDC179	grey	grey
SLC35A4	green	green
TSPO2	grey	grey
SCAPER	blue	blue
ZNF251	grey	grey
SPDYE1	grey	grey
PRAC1	grey	grey
HSP90AB1	grey	grey
PYCR2	grey	grey
THAP10	turquoise	brown
STX11	red	pink
NPM3	turquoise	brown
SPIN1	red	pink
NR2C2AP	blue	blue
PRTG	grey	grey
WDR77	grey	grey
PIGN	red	pink
ABCA5	blue	blue
DSTYK	grey	grey
FITM2	brown	brown
CACNG5	turquoise	brown
GAGE10	grey	grey
PPP4C	green	green
MST1R	brown	brown
TAB1	grey	grey
SIGLEC15	turquoise	brown
AGAP1	grey	grey
RPLP0	yellow	yellow
MRPL28	turquoise	brown
NAGS	blue	blue
EIF4A3	green	green
AEBP2	tan	pink
STYXL1	grey	grey
DST	blue	blue
CMTM3	black	black
COL6A3	grey	grey
RNF19A	grey	grey
URM1	green	green
CLDN6	grey	grey
OR2T1	grey	grey
DCTN4	grey	grey
OR2T12	grey	grey
LRFN3	turquoise	brown
ZNF850	greenyellow	pink
PRR18	grey	grey
DEFB136	grey	grey
OR5M9	grey	grey
GLOD5	brown	brown
RNGTT	grey	grey
JARID2	grey	grey
ITLN1	brown	brown
KRT39	grey	grey
BTBD3	blue	blue
IRAK4	blue	blue
DDX17	blue	blue
SNRPB	grey	grey
ZNF780B	grey	grey
TMEM151B	turquoise	brown
TRMT44	grey	grey
NAP1L4	grey	grey
IKZF4	grey	grey
CCR2	grey	grey
OAS2	black	black
WDR33	blue	blue
COL25A1	brown	brown
MGRN1	magenta	green
GLB1L3	grey	grey
HNRNPUL2	blue	blue
TNFSF13	turquoise	brown
SHTN1	black	black
HS6ST2	grey	grey
CLDN8	grey	grey
DHRS2	grey	grey
GPX6	grey	grey
CD3E	turquoise	brown
GOLGB1	blue	blue
KRTAP5-4	grey	grey
GNGT1	grey	grey
CD69	grey	grey
HRCT1	grey	grey
GOT1	grey	grey
MMADHC	purple	pink
CD3EAP	grey	grey
NCOA3	red	pink
CUL4A	grey	grey
AVPR1B	grey	grey
NRTN	turquoise	brown
GPR155	grey	grey
ATP1B3	purple	pink
TACC1	grey	grey
TMBIM1	magenta	green
TEX10	pink	pink
TAFA5	brown	brown
ZNF787	brown	brown
ZNF786	grey	grey
GCLM	grey	grey
L1CAM	turquoise	brown
PTPRB	grey	grey
KCNA4	grey	grey
FAM90A1	turquoise	brown
GPR137B	grey	grey
ZNF410	purple	pink
TTPA	grey	grey
C5orf22	turquoise	brown
MGAT2	grey	grey
TAS2R7	grey	grey
RNF114	yellow	yellow
HS6ST3	grey	grey
GPAT2	brown	brown
PPP1R13B	grey	grey
ZNF76	grey	grey
FMNL1	grey	grey
RBM20	brown	brown
TMSB4X	grey	grey
ZDHHC1	grey	grey
PUM1	magenta	green
FAM13A	turquoise	brown
OR1E1	brown	brown
AURKB	turquoise	brown
MIB2	turquoise	brown
GDPGP1	grey	grey
TMEM256	grey	grey
OR10D3	grey	grey
ZNF439	grey	grey
SEMG2	grey	grey
PRR7	turquoise	brown
CADM3	grey	grey
C10orf113	grey	grey
LNX1	grey	grey
PFKM	red	pink
SLC25A16	blue	blue
TMPRSS3	grey	grey
PCDH17	grey	grey
BTBD18	grey	grey
CHML	blue	blue
SDR9C7	grey	grey
HAGHL	turquoise	brown
POLI	blue	blue
ORC3	blue	blue
XPR1	grey	grey
PNPLA5	grey	grey
ATRN	grey	grey
LSM14A	red	pink
SUPV3L1	brown	brown
LMNTD2	turquoise	brown
HOXC11	turquoise	brown
SIGLEC8	grey	grey
IL33	grey	grey
C1orf68	grey	grey
CYP2W1	brown	brown
FAM86C1	grey	grey
C16orf87	grey	grey
RPS6KA1	turquoise	brown
PPY	grey	grey
ARHGEF4	brown	brown
NENF	grey	grey
UBR5	blue	blue
RLN1	grey	grey
CBR3	grey	grey
OMG	grey	grey
CALHM3	grey	grey
SHOX	pink	pink
CHRNB2	turquoise	brown
PGAM2	grey	grey
GRB14	grey	grey
SLC44A1	grey	grey
CRIPT	tan	pink
GPCPD1	grey	grey
PPP1R14A	grey	grey
CD14	grey	grey
ISCU	purple	pink
OR10X1	grey	grey
ARHGDIB	black	black
CAMP	turquoise	brown
AHCY	grey	grey
G6PC3	green	green
SIRT5	grey	grey
FAM186B	turquoise	brown
ZNF524	turquoise	brown
APEH	green	green
TC2N	turquoise	brown
MICAL3	grey	grey
SPO11	brown	brown
KCNJ8	grey	grey
CFAP52	greenyellow	pink
CEBPZOS	greenyellow	pink
TAF5	grey	grey
ZNF483	green	green
DLG4	turquoise	brown
PDIA5	black	black
SRSF11	blue	blue
SLC30A3	turquoise	brown
ARHGAP28	grey	grey
IL13RA2	grey	grey
ELL	grey	grey
XRRA1	grey	grey
DRD5	blue	blue
TUBA1C	green	green
GXYLT2	grey	grey
ANKRD49	blue	blue
ERFE	turquoise	brown
LURAP1L	grey	grey
HAUS1	grey	grey
GCN1	black	black
ZNF17	grey	grey
RRP9	turquoise	brown
STX12	grey	grey
UBIAD1	green	green
GUCA2A	grey	grey
EMG1	grey	grey
NSMF	turquoise	brown
UBXN2A	yellow	yellow
TCEA3	black	black
RAB4A	yellow	yellow
SIRT6	turquoise	brown
VRK3	green	green
TGM2	purple	pink
MYOG	grey	grey
PRSS56	turquoise	brown
KLHL20	turquoise	brown
NR1I2	greenyellow	pink
PCOLCE	turquoise	brown
OR10G7	grey	grey
PWWP3B	grey	grey
ZNF875	grey	grey
CDCP2	grey	grey
ARSA	turquoise	brown
ATF7IP2	grey	grey
NDUFAF7	grey	grey
CIAPIN1	grey	grey
PDZD9	grey	grey
TUBG2	grey	grey
OPTC	grey	grey
RNF216	grey	grey
ZFP2	blue	blue
ALOX15	turquoise	brown
SEMA3C	grey	grey
SERPINE2	black	black
PDLIM5	turquoise	brown
KRTAP21-1	grey	grey
SLITRK4	greenyellow	pink
SBSN	brown	brown
TRAF3	grey	grey
CYS1	brown	brown
ALAS1	green	green
CAPN6	magenta	green
CCDC71L	grey	grey
ALDH1A1	grey	grey
ITGA7	turquoise	brown
KIF27	blue	blue
ZNF358	red	pink
NCBP3	blue	blue
NRBF2	grey	grey
MAP3K8	grey	grey
ZNF764	grey	grey
TCF24	grey	grey
LCE3B	grey	grey
SF3B5	yellow	yellow
DNAJC21	blue	blue
ACAD9	grey	grey
GSTA2	grey	grey
FOSB	grey	grey
CCL16	grey	grey
ZNF182	grey	grey
PET100	turquoise	brown
CANT1	green	green
FLOT2	black	black
MTSS1	grey	grey
NACC2	grey	grey
TFPI2	grey	grey
TOMM20L	grey	grey
ARNTL2	grey	grey
GABPB1	tan	pink
MED30	grey	grey
FUS	grey	grey
KAT14	grey	grey
OR52E4	grey	grey
JPT1	black	black
KCNV2	grey	grey
RHD	grey	grey
PDGFRL	black	black
C16orf58	green	green
MCMBP	tan	pink
THNSL2	grey	grey
PSG6	brown	brown
C15orf61	grey	grey
KRT77	brown	brown
PLEKHG4B	turquoise	brown
ADAR	magenta	green
NMRK1	yellow	yellow
OR10AG1	grey	grey
CCNF	turquoise	brown
DEPDC1B	blue	blue
KRTAP2-3	grey	grey
AMIGO2	grey	grey
ZFP14	grey	grey
HOXC9	grey	grey
HK3	brown	brown
GK5	blue	blue
PSMG1	grey	grey
LCP1	grey	grey
LOXL2	red	pink
HCFC2	pink	pink
KRTAP10-7	grey	grey
FCGR3A	grey	grey
PLEKHH3	turquoise	brown
RNASET2	black	black
TNIK	grey	grey
HCAR2	black	black
PARP14	grey	grey
PUS3	grey	grey
SPG21	purple	pink
PEX11B	purple	pink
SCYL2	red	pink
ING4	grey	grey
TIMM9	grey	grey
SLC38A5	brown	brown
GGCT	grey	grey
C11orf58	pink	pink
IFNAR2	black	black
SLC12A5	brown	brown
GNL2	greenyellow	pink
ENPP5	grey	grey
ARSI	grey	grey
RAP1B	tan	pink
RELB	turquoise	brown
PA2G4	green	green
OR2Y1	grey	grey
ZNF625	grey	grey
BST1	turquoise	brown
PPME1	grey	grey
ENPEP	grey	grey
C1orf158	grey	grey
KNDC1	turquoise	brown
ELOA2	grey	grey
BVES	grey	grey
PAPPA2	grey	grey
TRIB3	turquoise	brown
NOP58	blue	blue
IPO7	pink	pink
ZFR2	brown	brown
MDK	turquoise	brown
CDPF1	turquoise	brown
EXOSC9	turquoise	brown
WDR18	grey	grey
RFC2	yellow	yellow
ANGPT2	grey	grey
DMXL1	blue	blue
CACNG2	grey	grey
COX4I1	yellow	yellow
AKAP11	blue	blue
ATL2	pink	pink
OMD	grey	grey
FABP4	grey	grey
EYA3	grey	grey
GPATCH1	green	green
SGMS1	magenta	green
CALCOCO1	magenta	green
CHRM4	grey	grey
RASL10B	brown	brown
ITSN2	blue	blue
SLITRK1	grey	grey
ACACA	grey	grey
SESN1	turquoise	brown
FMR1	blue	blue
ZNF418	blue	blue
R3HDM4	grey	grey
EZR	magenta	green
USP38	red	pink
MSLN	turquoise	brown
RFPL3	grey	grey
SPDYE8P	grey	grey
RFX7	blue	blue
CA3	brown	brown
KPNA3	grey	grey
AKAP9	blue	blue
WFDC12	grey	grey
EXOC7	green	green
C4orf48	turquoise	brown
TULP2	brown	brown
SLC26A9	turquoise	brown
CDT1	turquoise	brown
EIF1AD	grey	grey
ADAM11	brown	brown
NEIL1	grey	grey
ZNF724	blue	blue
KCNA3	grey	grey
ANKS4B	grey	grey
TP53AIP1	grey	grey
FUBP1	brown	brown
RHPN1	turquoise	brown
CDCA7	grey	grey
ACADM	grey	grey
WIPI1	green	green
NMUR1	turquoise	brown
PKP1	grey	grey
MSL3	green	green
WDR81	turquoise	brown
NIM1K	grey	grey
TRIP4	grey	grey
PRSS27	turquoise	brown
DPP4	grey	grey
ICE2	blue	blue
PACSIN1	turquoise	brown
CASP2	brown	brown
PEX5L	grey	grey
GVQW2	blue	blue
HSPA9	brown	brown
TMEM61	turquoise	brown
MYL4	grey	grey
CYP17A1	brown	brown
IFIT5	grey	grey
TNFAIP8L2	grey	grey
THRSP	grey	grey
ACSS3	grey	grey
MOCS2	yellow	yellow
MAD2L1	grey	grey
CLUAP1	grey	grey
ZNF600	blue	blue
FBP2	grey	grey
CSH1	grey	grey
CYP4F2	brown	brown
SLCO2A1	grey	grey
ANKRD13C	red	pink
EGR4	turquoise	brown
KRTAP9-1	grey	grey
RSPH9	turquoise	brown
CENPM	turquoise	brown
PAFAH2	grey	grey
ETV4	grey	grey
ITGB3	grey	grey
RHOC	blue	blue
RNF133	grey	grey
GMEB1	grey	grey
DIXDC1	grey	grey
CXCR5	grey	grey
MRPS12	grey	grey
MTRNR2L7	grey	grey
TIMP2	grey	grey
DOC2B	turquoise	brown
GPD1	brown	brown
C1QC	grey	grey
SNAI3	turquoise	brown
KDM7A	blue	blue
NADSYN1	grey	grey
GFRAL	grey	grey
RAB4B	green	green
LPL	grey	grey
SLC2A4RG	turquoise	brown
B3GALT2	grey	grey
CASK	grey	grey
GMCL2	grey	grey
LILRB1	brown	brown
OR2D3	grey	grey
ADAMTS15	turquoise	brown
ARID5B	brown	brown
CETN1	grey	grey
IL36RN	grey	grey
SPATS2L	green	green
MBIP	turquoise	brown
CTSF	grey	grey
TMEM203	grey	grey
GRK4	grey	grey
SUGT1	tan	pink
GHRH	grey	grey
SFT2D3	grey	grey
HOXA5	grey	grey
ADA2	grey	grey
MC5R	grey	grey
ZNF607	grey	grey
LALBA	grey	grey
TMX3	grey	grey
FOLR2	grey	grey
C2CD2	grey	grey
PPP3CA	grey	grey
POP5	grey	grey
GNS	pink	pink
TTLL10	turquoise	brown
NUP43	grey	grey
IL1RAP	grey	grey
LGSN	grey	grey
SLC30A9	red	pink
UBB	blue	blue
SULT1A1	turquoise	brown
BMP2K	grey	grey
PFDN1	yellow	yellow
E2F4	green	green
HERPUD1	grey	grey
ZNF800	blue	blue
PRLH	turquoise	brown
SUCO	pink	pink
DEFB113	grey	grey
PRXL2C	black	black
TRPT1	yellow	yellow
CTU1	grey	grey
KDM5B	pink	pink
EXOC6	blue	blue
NEK11	grey	grey
TEKT1	brown	brown
CCDC152	grey	grey
S100A4	grey	grey
SLC16A13	blue	blue
CCN2	black	black
B4GALT5	grey	grey
WBP1L	magenta	green
RTBDN	brown	brown
PLPP1	grey	grey
GPC6	grey	grey
SBK2	turquoise	brown
MOSPD2	grey	grey
S1PR4	turquoise	brown
MAT2A	brown	brown
NOX5	grey	grey
MSLNL	turquoise	brown
SLC25A27	grey	grey
KNOP1	grey	grey
ANP32B	green	green
NBPF6	brown	brown
MPPED1	turquoise	brown
SEC61G	grey	grey
WDR91	grey	grey
CRH	grey	grey
LYZL1	brown	brown
ZNF658	grey	grey
MAF1	grey	grey
TEX46	grey	grey
RO60	blue	blue
MYO1D	blue	blue
ZNF419	grey	grey
MAK16	grey	grey
SLC6A11	black	black
RANGRF	grey	grey
LEUTX	grey	grey
EFHC1	blue	blue
LBP	grey	grey
MTIF3	blue	blue
POC1B	grey	grey
CEP85	grey	grey
KRTAP19-5	grey	grey
GXYLT1	pink	pink
EIF5A2	grey	grey
CD274	grey	grey
CTPS1	grey	grey
SLC37A1	grey	grey
PPP1R3C	grey	grey
RAB3A	blue	blue
NEB	grey	grey
NRBP1	grey	grey
PGAM5	turquoise	brown
INAFM2	grey	grey
VXN	grey	grey
PAXX	turquoise	brown
ZNRF2	grey	grey
SMKR1	grey	grey
C20orf144	brown	brown
APOL5	red	pink
BATF2	turquoise	brown
KRTAP3-2	grey	grey
SLC35A5	pink	pink
LDOC1	grey	grey
ZNF792	grey	grey
C10orf71	turquoise	brown
SRD5A1	turquoise	brown
TMEM43	magenta	green
HJURP	turquoise	brown
DSG2	pink	pink
FRMD4A	black	black
MCHR2	brown	brown
NCOA5	magenta	green
PSG8	grey	grey
NEUROG1	grey	grey
SNCG	turquoise	brown
NECTIN2	grey	grey
ZNF614	grey	grey
IRF3	blue	blue
COL8A1	grey	grey
ATP1B1	grey	grey
ATP2C2	grey	grey
RAPGEFL1	turquoise	brown
SETMAR	grey	grey
TLCD2	grey	grey
SEC24D	greenyellow	pink
PAX8	turquoise	brown
UBXN10	grey	grey
GPC1	turquoise	brown
NPTX2	turquoise	brown
HDGFL1	turquoise	brown
CD34	grey	grey
SF3B2	magenta	green
NPM1	grey	grey
ARRDC2	turquoise	brown
RASA1	blue	blue
SRF	grey	grey
MRO	greenyellow	pink
MIXL1	turquoise	brown
SDF2	yellow	yellow
ATP5ME	grey	grey
TNFRSF8	brown	brown
ZCCHC12	grey	grey
HNRNPUL1	green	green
HPGDS	grey	grey
ARMS2	grey	grey
NOG	black	black
TSTA3	grey	grey
CYP2D6	turquoise	brown
TMEM248	green	green
MYO5A	grey	grey
XAGE2	grey	grey
ZNF772	blue	blue
PRPF4B	blue	blue
MOAP1	grey	grey
VAV1	brown	brown
SULT1A4	grey	grey
RAG2	grey	grey
CFAP58	grey	grey
POMP	yellow	yellow
ANKFY1	grey	grey
REC114	grey	grey
ALDH3A1	turquoise	brown
PER1	grey	grey
MCUB	yellow	yellow
TEDC1	brown	brown
PPP2R1A	green	green
SH2D1A	grey	grey
APP	grey	grey
ASF1B	grey	grey
ANXA2R	grey	grey
KAT7	magenta	green
SELL	grey	grey
CCN5	red	pink
SLC25A30	grey	grey
CEP63	blue	blue
GCNT4	blue	blue
S100P	yellow	yellow
SHISAL2A	grey	grey
PAN2	grey	grey
GOLGA5	greenyellow	pink
COMMD2	yellow	yellow
SLC7A6	grey	grey
SEC22B	red	pink
MYADML2	brown	brown
HBS1L	red	pink
SEMA6A	blue	blue
RPS5	yellow	yellow
KIF3A	grey	grey
RNF130	grey	grey
GBP3	grey	grey
KRT6A	grey	grey
PLEKHO2	grey	grey
NKX2-4	turquoise	brown
TPM3	green	green
P4HA3	turquoise	brown
TUBA1A	grey	grey
ATF4	purple	pink
DNAJB11	grey	grey
MOCOS	grey	grey
CACYBP	grey	grey
OR1F1	grey	grey
CALCB	turquoise	brown
MMD	pink	pink
NUDT8	turquoise	brown
PRUNE2	black	black
CXCL1	grey	grey
INPP5D	grey	grey
PSMD8	yellow	yellow
RYR3	turquoise	brown
PMM1	turquoise	brown
FAM210A	grey	grey
IFI35	blue	blue
KRTAP10-11	grey	grey
SYS1-DBNDD2	grey	grey
TMEM170A	brown	brown
KISS1	grey	grey
IFNA5	grey	grey
CSDC2	brown	brown
LGALS1	black	black
PRRC1	turquoise	brown
USP3	grey	grey
THEM5	grey	grey
PTPRA	greenyellow	pink
TMEM249	turquoise	brown
ESX1	turquoise	brown
ZNF813	grey	grey
DNTTIP1	blue	blue
WASF2	green	green
TMEM35A	brown	brown
GLRX5	yellow	yellow
TNNC1	grey	grey
LRP10	green	green
ZDHHC6	tan	pink
MLST8	turquoise	brown
TUBB3	grey	grey
GIT2	grey	grey
DMRT1	grey	grey
EPOP	grey	grey
CCDC174	turquoise	brown
PEX12	green	green
ERVFRD-1	purple	pink
KLHL34	turquoise	brown
NLRP8	brown	brown
LANCL1	grey	grey
ZNF517	turquoise	brown
DGAT2L6	grey	grey
GATA5	turquoise	brown
GIMAP6	grey	grey
C3orf84	grey	grey
CCDC125	grey	grey
ZNF43	blue	blue
TMEM74	grey	grey
OBP2B	brown	brown
MYOCD	grey	grey
DPYSL2	grey	grey
MPI	brown	brown
IL18BP	black	black
RNF186	brown	brown
CHAT	turquoise	brown
KIAA0232	blue	blue
ATP7A	grey	grey
C17orf107	turquoise	brown
FECH	grey	grey
ZNF35	grey	grey
SLC45A1	turquoise	brown
SCML1	blue	blue
MPND	turquoise	brown
CTSG	grey	grey
INTS8	blue	blue
RALBP1	grey	grey
ZNF124	grey	grey
MARK3	blue	blue
NIBAN1	grey	grey
OR51Q1	grey	grey
USP32	grey	grey
MAPK8IP1	turquoise	brown
COPS2	red	pink
PGLYRP1	turquoise	brown
CD86	grey	grey
ASAP1	grey	grey
ZNF469	grey	grey
MICOS10	yellow	yellow
GNPTAB	grey	grey
SOCS3	grey	grey
GAS1	turquoise	brown
NFKBIE	grey	grey
RAC2	turquoise	brown
ZNF512	grey	grey
CYP27A1	turquoise	brown
IZUMO2	turquoise	brown
TMEM145	brown	brown
CMTM6	grey	grey
NOMO2	pink	pink
ELOVL6	grey	grey
LDB1	green	green
LRRC75B	turquoise	brown
SLC25A48	turquoise	brown
MTCH1	green	green
SSBP1	yellow	yellow
SRA1	blue	blue
ZNF561	grey	grey
PDZD8	blue	blue
CPNE6	turquoise	brown
PEX26	grey	grey
SEL1L	pink	pink
NCR2	grey	grey
WDR83OS	green	green
FRS2	blue	blue
NKD2	brown	brown
KCNA5	grey	grey
SERINC3	greenyellow	pink
PUM3	blue	blue
C5orf51	blue	blue
KLK6	brown	brown
COX6A1	yellow	yellow
TCF23	turquoise	brown
PRSS41	turquoise	brown
AP1S2	grey	grey
LILRB4	turquoise	brown
ZNF763	grey	grey
FBXO8	pink	pink
MT1B	grey	grey
RAB11FIP3	brown	brown
PAPLN	turquoise	brown
CYP51A1	grey	grey
MUC15	grey	grey
COA7	grey	grey
OR10K1	brown	brown
LRRC15	grey	grey
RPL10L	blue	blue
EEF1A2	turquoise	brown
SOSTDC1	grey	grey
PGLYRP3	grey	grey
DCAF8L1	grey	grey
AURKC	grey	grey
FAM193B	grey	grey
SENP1	greenyellow	pink
WLS	grey	grey
MRM3	grey	grey
RPLP2	yellow	yellow
ARMH1	turquoise	brown
NEXN	grey	grey
UBTD2	grey	grey
RADIL	brown	brown
PRDM14	turquoise	brown
RNF20	grey	grey
GSTP1	green	green
PPP1CB	pink	pink
ATP1B2	grey	grey
CINP	grey	grey
KRTAP23-1	grey	grey
CDC42EP2	blue	blue
UNC13D	magenta	green
ILK	green	green
QRSL1	turquoise	brown
COA6	grey	grey
ERVW-1	brown	brown
ZC3H15	red	pink
ATXN1	grey	grey
S1PR3	grey	grey
OR2T10	grey	grey
GSTM3	grey	grey
DNMBP	grey	grey
CSRNP1	grey	grey
GNG4	grey	grey
ARL2-SNX15	blue	blue
FBXL20	grey	grey
SYNE4	brown	brown
DCAF17	red	pink
POLDIP3	green	green
TRIM44	red	pink
NNAT	grey	grey
TREML1	grey	grey
TCEAL9	grey	grey
TBCB	blue	blue
LCN9	grey	grey
POLR2J	grey	grey
RTL4	grey	grey
TIMM50	yellow	yellow
NDUFS7	turquoise	brown
TSR2	yellow	yellow
KLF2	grey	grey
FAM177B	grey	grey
BORCS5	grey	grey
VPS4B	pink	pink
PTPRD	grey	grey
CCDC27	brown	brown
CSF2	grey	grey
PIGBOS1	yellow	yellow
SLC7A8	green	green
EMC1	magenta	green
XPO6	brown	brown
GDAP1L1	turquoise	brown
SERPINA4	brown	brown
GCK	brown	brown
GOLPH3L	grey	grey
RNF6	grey	grey
RMI1	grey	grey
SPPL2C	grey	grey
CSNK1A1L	grey	grey
METAP2	pink	pink
ZNF554	grey	grey
ALX1	grey	grey
RNF43	grey	grey
PLVAP	grey	grey
ZNF639	brown	brown
PLEKHN1	turquoise	brown
MSRB2	yellow	yellow
CD59	grey	grey
LTBP1	black	black
SEC22C	grey	grey
RADX	grey	grey
SEC14L5	brown	brown
TTLL11	grey	grey
RAP1GAP2	grey	grey
CREB3L2	brown	brown
R3HCC1L	grey	grey
VSIG4	grey	grey
FEN1	grey	grey
CYP7B1	grey	grey
RALGAPA1	blue	blue
TMX4	grey	grey
C15orf65	grey	grey
ESF1	blue	blue
INHA	grey	grey
ZFP69	grey	grey
TMEM202	grey	grey
ADGRG1	magenta	green
AJM1	grey	grey
RIN1	turquoise	brown
BBC3	grey	grey
CXCL13	grey	grey
NTMT1	turquoise	brown
BMS1	blue	blue
KBTBD12	turquoise	brown
NFE2	blue	blue
TIPRL	grey	grey
FTH1	black	black
ALDH7A1	grey	grey
RPL11	yellow	yellow
MYL12B	yellow	yellow
CST9	brown	brown
MMRN2	grey	grey
ORC5	tan	pink
XPO1	grey	grey
EIF3F	yellow	yellow
RBIS	grey	grey
PPP1R27	brown	brown
TMEM59	yellow	yellow
SHOC2	tan	pink
SSTR5	turquoise	brown
ZNF366	grey	grey
PANK4	blue	blue
ZFP36L2	grey	grey
ADSL	grey	grey
UQCRH	yellow	yellow
GTF2IRD1	turquoise	brown
C14orf178	grey	grey
PTGES	black	black
FCHO1	turquoise	brown
HOGA1	red	pink
TICAM2	grey	grey
MYO5B	magenta	green
TNK2	turquoise	brown
TMEM82	turquoise	brown
OTUB1	yellow	yellow
ZWILCH	grey	grey
AP1M2	yellow	yellow
POTEF	grey	grey
NFE2L1	grey	grey
RHOB	grey	grey
DNAJB14	blue	blue
MYOF	grey	grey
CLEC12A	grey	grey
GNAI1	tan	pink
UBE4B	magenta	green
CYTL1	grey	grey
COPRS	grey	grey
WTIP	grey	grey
MYO1C	magenta	green
MSRB3	grey	grey
FBXO30	grey	grey
SSTR2	grey	grey
GLT8D2	grey	grey
GOLGA8A	grey	grey
SLC35G6	grey	grey
SYAP1	tan	pink
GOLGA4	blue	blue
SLC7A1	grey	grey
SUV39H2	grey	grey
USP22	magenta	green
TTF1	grey	grey
SINHCAF	purple	pink
KDM3A	greenyellow	pink
KIFC2	brown	brown
KCNJ12	grey	grey
RDH11	grey	grey
RHBDD2	green	green
DRAXIN	magenta	green
GBA2	grey	grey
TMED8	grey	grey
CYLD	grey	grey
TOMM5	yellow	yellow
URB2	grey	grey
TNNI2	pink	pink
ID3	grey	grey
HEATR4	grey	grey
EPYC	grey	grey
ZNF577	grey	grey
SYNPO2	grey	grey
SPACA3	grey	grey
POC1A	turquoise	brown
PPBP	grey	grey
CENPE	blue	blue
ATP1A4	grey	grey
OR8B8	grey	grey
TSNAXIP1	turquoise	brown
DLAT	grey	grey
KLHL26	grey	grey
GPER1	turquoise	brown
CDIP1	brown	brown
GZMM	turquoise	brown
BCL9L	magenta	green
ATXN3	grey	grey
KIAA2026	blue	blue
GSDMA	brown	brown
TENT2	turquoise	brown
PYM1	yellow	yellow
SNRPD1	yellow	yellow
NCOA1	grey	grey
OR51A4	grey	grey
SYNGR3	grey	grey
PANX3	grey	grey
ALG1L	grey	grey
STPG3	turquoise	brown
DNAJC7	brown	brown
MELTF	turquoise	brown
NCF2	grey	grey
KRTAP19-8	grey	grey
DPEP2	grey	grey
TMEM229B	grey	grey
METTL17	grey	grey
CSNK1E	grey	grey
OR51A7	grey	grey
STX5	green	green
TECR	green	green
ZNF586	grey	grey
BAIAP2	grey	grey
NDST1	grey	grey
DRG1	yellow	yellow
GLT1D1	turquoise	brown
KRT83	greenyellow	pink
SPOCK1	grey	grey
TMEM72	brown	brown
IL2RG	grey	grey
TSSK3	turquoise	brown
HAPLN3	turquoise	brown
BGN	magenta	green
RBPMS	grey	grey
TPST1	grey	grey
TUBD1	grey	grey
EARS2	grey	grey
ARRB2	pink	pink
RBP1	grey	grey
FLRT2	brown	brown
LRRC37A3	grey	grey
GRB2	black	black
NSMAF	grey	grey
CORO2B	turquoise	brown
CIZ1	magenta	green
RPF2	greenyellow	pink
MAN2C1	grey	grey
SMAD2	red	pink
FGFRL1	turquoise	brown
FZD4	grey	grey
MXI1	grey	grey
MAP3K4	blue	blue
RPL26L1	grey	grey
PPIG	blue	blue
SERPINA11	grey	grey
OR7A10	grey	grey
VASH1	turquoise	brown
FARS2	grey	grey
COPG1	magenta	green
ESD	grey	grey
HTRA3	grey	grey
CRY1	grey	grey
GSTA4	grey	grey
KRTAP12-3	grey	grey
ESYT2	pink	pink
RABGGTA	green	green
ASB11	grey	grey
TSEN34	turquoise	brown
TRIM22	grey	grey
F2	brown	brown
THRB	black	black
BLOC1S1	yellow	yellow
SEPTIN2	grey	grey
TEX33	grey	grey
DNAJC15	grey	grey
IRX2	brown	brown
PPP4R3B	pink	pink
NUFIP2	blue	blue
EAF1	grey	grey
GJA4	grey	grey
FITM1	grey	grey
GATA1	grey	grey
KIRREL2	turquoise	brown
CCND1	grey	grey
SLC16A12	grey	grey
DROSHA	turquoise	brown
CCDC88C	grey	grey
SLC35E1	magenta	green
PAOX	turquoise	brown
RSBN1L	grey	grey
GPS1	green	green
TTC9C	grey	grey
TMEM214	green	green
NTPCR	grey	grey
SOS1	blue	blue
DENND1A	grey	grey
CCNE1	black	black
EPPK1	grey	grey
FAM214A	blue	blue
C11orf16	turquoise	brown
RASAL2	blue	blue
CARHSP1	green	green
HECTD1	blue	blue
LTBP3	grey	grey
DYRK4	grey	grey
RPS12	yellow	yellow
DEPTOR	grey	grey
TMEM150C	grey	grey
SWAP70	grey	grey
RNF128	grey	grey
MTMR11	grey	grey
PSMA2	yellow	yellow
CYP2R1	grey	grey
OR7G1	grey	grey
SPANXN1	grey	grey
FAM170A	grey	grey
PARP4	grey	grey
FBXW4	grey	grey
PGAM1	grey	grey
C8orf76	yellow	yellow
PRXL2B	turquoise	brown
